ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
11548,1,1,179,1658,1479
11549,1,0,19,0,-19
11550,0,0,138,0,-138
11551,1,0,64,0,-64
11552,1,0,99,0,-99
11553,0,0,121,0,-121
11554,1,0,4,0,-4
11555,1,1,1057,1970,913
11556,1,0,27,0,-27
11557,1,0,43,0,-43
11558,1,1,126,1951,1825
11559,1,0,64,0,-64
11560,0,0,98,0,-98
11561,0,0,45,0,-45
11562,0,0,40,0,-40
11563,1,0,50,0,-50
11564,0,0,51,0,-51
11565,1,0,38,0,-38
11566,1,1,230,1259,1029
11567,0,0,33,0,-33
11568,1,0,107,0,-107
11569,0,0,280,0,-280
11570,1,0,13,0,-13
11571,0,0,2,0,-2
11572,1,0,28,0,-28
11573,1,0,10,0,-10
11574,0,0,81,0,-81
11575,0,0,35,0,-35
11576,0,0,56,0,-56
11577,0,0,51,0,-51
11578,1,0,98,0,-98
11579,1,0,9,0,-9
11580,1,1,517,1674,1157
11581,1,0,27,0,-27
11582,0,0,178,0,-178
11583,1,1,335,1908,1573
11584,0,0,72,0,-72
11585,0,0,53,0,-53
11586,1,1,1660,1246,-414
11587,0,0,66,0,-66
11588,1,0,86,0,-86
11589,1,1,246,1302,1056
11590,1,0,39,0,-39
11591,0,0,26,0,-26
11592,0,0,22,0,-22
11593,1,0,65,0,-65
11594,1,0,1,0,-1
11595,0,0,43,0,-43
11596,1,0,2,0,-2
11597,0,0,3,0,-3
11598,1,1,106,1238,1132
11599,1,1,273,1423,1150
11600,0,0,25,0,-25
11601,1,1,175,1401,1226
11602,0,0,7,0,-7
11603,0,0,3,0,-3
11604,1,1,1645,1427,-218
11605,0,0,11,0,-11
11606,1,0,1,0,-1
11607,0,0,4,0,-4
11608,1,0,2,0,-2
11609,1,0,3,0,-3
11610,1,0,53,0,-53
11611,1,1,170,1275,1105
11612,1,1,149,1248,1099
11613,1,1,162,1630,1468
11614,1,1,433,1494,1061
11615,0,0,15,0,-15
11616,0,0,50,0,-50
11617,1,0,28,0,-28
11618,0,0,36,0,-36
11619,0,0,125,0,-125
11620,1,0,9,0,-9
11621,1,0,56,0,-56
11622,1,1,244,1501,1257
11623,1,1,454,1292,838
11624,1,0,54,0,-54
11625,1,0,63,0,-63
11626,1,0,30,0,-30
11627,1,0,27,0,-27
11628,1,0,4,0,-4
11629,0,0,29,0,-29
11630,1,1,157,1398,1241
11631,1,0,81,0,-81
11632,0,0,90,0,-90
11633,1,0,59,0,-59
11634,1,1,191,1374,1183
11635,0,0,7,0,-7
11636,1,0,4,0,-4
11637,1,1,221,1381,1160
11638,0,0,24,0,-24
11639,0,0,8,0,-8
11640,1,0,44,0,-44
11641,1,0,7,0,-7
11642,0,0,38,0,-38
11643,0,0,13,0,-13
11644,1,0,40,0,-40
11645,0,0,30,0,-30
11646,1,1,255,2051,1796
11647,1,1,415,1699,1284
11648,1,1,532,1425,893
11649,1,0,9,0,-9
11650,0,0,0,0,0
11651,1,1,360,1277,917
11652,1,0,25,0,-25
11653,1,1,40,1254,1214
11654,1,1,718,1213,495
11655,1,1,156,2964,2808
11656,0,0,5,0,-5
11657,1,0,27,0,-27
11658,1,0,17,0,-17
11659,0,0,21,0,-21
11660,0,0,66,0,-66
11661,0,0,65,0,-65
11662,1,1,630,1393,763
11663,1,0,21,0,-21
11664,1,1,1005,1319,314
11665,0,0,17,0,-17
11666,0,0,44,0,-44
11667,1,0,92,0,-92
11668,1,1,1957,1372,-585
11669,1,1,1120,1355,235
11670,0,0,80,0,-80
11671,0,0,14,0,-14
11672,1,0,12,0,-12
11673,1,1,398,1572,1174
11674,1,1,127,1251,1124
11675,1,1,673,1490,817
11676,0,0,9,0,-9
11677,1,0,157,0,-157
11678,0,0,22,0,-22
11679,1,0,18,0,-18
11680,1,1,454,1228,774
11681,1,1,1475,1291,-184
11682,0,0,7,0,-7
11683,1,1,657,1517,860
11684,0,0,33,0,-33
11685,1,1,1310,1735,425
11686,1,1,466,1704,1238
11687,1,1,1233,1311,78
11688,1,0,213,0,-213
11689,1,0,49,0,-49
11690,1,1,579,1300,721
11691,1,0,145,0,-145
11692,1,0,119,0,-119
11693,0,0,15,0,-15
11694,1,1,204,1969,1765
11695,0,0,11,0,-11
11696,1,0,2,0,-2
11697,1,0,4,0,-4
11698,1,0,383,0,-383
11699,0,0,20,0,-20
11700,1,1,169,1383,1214
11701,1,0,18,0,-18
11702,1,0,40,0,-40
11703,0,0,42,0,-42
11704,0,0,50,0,-50
11705,0,0,4,0,-4
11706,1,1,508,1353,845
11707,0,0,58,0,-58
11708,1,1,557,1426,869
11709,0,0,36,0,-36
11710,1,1,885,1248,363
11711,1,0,12,0,-12
11712,1,0,75,0,-75
11713,1,1,185,1307,1122
11714,0,0,60,0,-60
11715,0,0,42,0,-42
11716,1,1,365,2470,2105
11717,1,0,28,0,-28
11718,1,1,275,1312,1037
11719,0,0,28,0,-28
11720,1,0,45,0,-45
11721,1,0,32,0,-32
11722,1,1,115,1593,1478
11723,0,0,29,0,-29
11724,1,1,782,1235,453
11725,1,0,21,0,-21
11726,0,0,34,0,-34
11727,0,0,52,0,-52
11728,0,0,26,0,-26
11729,1,0,5,0,-5
11730,0,0,25,0,-25
11731,0,0,20,0,-20
11732,0,0,135,0,-135
11733,1,1,103,1529,1426
11734,0,0,9,0,-9
11735,1,0,86,0,-86
11736,1,1,125,1491,1366
11737,0,0,147,0,-147
11738,1,1,11,2276,2265
11739,0,0,170,0,-170
11740,0,0,16,0,-16
11741,1,0,6,0,-6
11742,1,0,9,0,-9
11743,1,0,75,0,-75
11744,0,0,35,0,-35
11745,0,0,25,0,-25
11746,0,0,11,0,-11
11747,1,1,54,1350,1296
11748,1,1,428,1285,857
11749,1,0,6,0,-6
11750,1,1,368,2207,1839
11751,0,0,87,0,-87
11752,1,1,1532,1203,-329
11753,0,0,14,0,-14
11754,1,1,644,1228,584
11755,0,0,46,0,-46
11756,1,0,12,0,-12
11757,0,0,77,0,-77
11758,1,1,1057,2591,1534
11759,1,1,522,1354,832
11760,1,1,270,1821,1551
11761,1,0,19,0,-19
11762,1,0,15,0,-15
11763,1,0,49,0,-49
11764,0,0,13,0,-13
11765,1,1,726,1300,574
11766,0,0,26,0,-26
11767,1,1,902,1263,361
11768,0,0,6,0,-6
11769,1,0,125,0,-125
11770,0,0,71,0,-71
11771,1,0,0,0,0
11772,1,0,26,0,-26
11773,1,0,7,0,-7
11774,0,0,23,0,-23
11775,0,0,73,0,-73
11776,0,0,169,0,-169
11777,1,1,234,2002,1768
11778,1,1,305,1277,972
11779,1,1,64,1288,1224
11780,0,0,97,0,-97
11781,0,0,110,0,-110
11782,0,0,115,0,-115
11783,0,0,105,0,-105
11784,1,1,145,1297,1152
11785,0,0,1,0,-1
11786,1,1,385,1314,929
11787,1,1,1206,1511,305
11788,0,0,35,0,-35
11789,0,0,19,0,-19
11790,1,1,963,1265,302
11791,1,1,72,1309,1237
11792,0,0,76,0,-76
11793,1,0,8,0,-8
11794,0,0,20,0,-20
11795,1,1,64,1631,1567
11796,0,0,87,0,-87
11797,1,1,807,1355,548
11798,1,0,150,0,-150
11799,1,1,34,1243,1209
11800,1,0,69,0,-69
11801,0,0,3,0,-3
11802,1,0,55,0,-55
11803,1,0,37,0,-37
11804,0,0,55,0,-55
11805,1,1,597,1535,938
11806,1,0,65,0,-65
11807,1,1,543,1270,727
11808,1,0,82,0,-82
11809,1,0,73,0,-73
11810,0,0,37,0,-37
11811,1,0,12,0,-12
11812,1,0,35,0,-35
11813,1,1,293,1789,1496
11814,1,0,19,0,-19
11815,1,0,6,0,-6
11816,0,0,111,0,-111
11817,0,0,38,0,-38
11818,1,1,800,1336,536
11819,0,0,42,0,-42
11820,1,1,400,1810,1410
11821,0,0,1,0,-1
11822,0,0,2,0,-2
11823,1,1,576,1252,676
11824,1,0,23,0,-23
11825,1,0,35,0,-35
11826,0,0,35,0,-35
11827,0,0,50,0,-50
11828,0,0,0,0,0
11829,1,0,50,0,-50
11830,0,0,63,0,-63
11831,1,0,28,0,-28
11832,0,0,103,0,-103
11833,0,0,72,0,-72
11834,0,0,116,0,-116
11835,1,1,154,1989,1835
11836,0,0,7,0,-7
11837,0,0,32,0,-32
11838,1,1,148,1305,1157
11839,1,0,35,0,-35
11840,1,0,159,0,-159
11841,1,1,520,1502,982
11842,0,0,3,0,-3
11843,1,1,76,1493,1417
11844,0,0,30,0,-30
11845,0,0,2,0,-2
11846,1,0,21,0,-21
11847,1,1,533,1780,1247
11848,1,1,437,1505,1068
11849,0,0,50,0,-50
11850,1,1,1192,1498,306
11851,0,0,15,0,-15
11852,0,0,7,0,-7
11853,1,0,64,0,-64
11854,0,0,26,0,-26
11855,1,0,21,0,-21
11856,1,0,53,0,-53
11857,1,1,257,2094,1837
11858,0,0,45,0,-45
11859,1,0,24,0,-24
11860,0,0,31,0,-31
11861,0,0,17,0,-17
11862,1,0,68,0,-68
11863,0,0,10,0,-10
11864,0,0,31,0,-31
11865,0,0,43,0,-43
11866,1,1,124,1695,1571
11867,0,0,50,0,-50
11868,1,1,282,1200,918
11869,1,1,227,2479,2252
11870,0,0,2,0,-2
11871,1,0,20,0,-20
11872,0,0,55,0,-55
11873,1,0,188,0,-188
11874,1,1,287,1463,1176
11875,0,0,84,0,-84
11876,1,0,6,0,-6
11877,1,1,881,1688,807
11878,1,1,622,1466,844
11879,1,0,36,0,-36
11880,0,0,154,0,-154
11881,1,0,35,0,-35
11882,1,0,1,0,-1
11883,1,0,21,0,-21
11884,0,0,40,0,-40
11885,1,0,1,0,-1
11886,0,0,33,0,-33
11887,1,1,610,1621,1011
11888,0,0,18,0,-18
11889,1,0,6,0,-6
11890,0,0,23,0,-23
11891,1,0,10,0,-10
11892,0,0,18,0,-18
11893,1,1,560,1477,917
11894,0,0,18,0,-18
11895,1,1,211,1319,1108
11896,0,0,17,0,-17
11897,1,1,1172,1444,272
11898,0,0,48,0,-48
11899,1,0,26,0,-26
11900,1,0,73,0,-73
11901,1,1,975,1688,713
11902,1,0,19,0,-19
11903,0,0,78,0,-78
11904,1,0,37,0,-37
11905,1,0,90,0,-90
11906,0,0,142,0,-142
11907,0,0,21,0,-21
11908,0,0,12,0,-12
11909,1,0,39,0,-39
11910,1,0,7,0,-7
11911,1,1,694,1309,615
11912,1,0,10,0,-10
11913,0,0,33,0,-33
11914,0,0,11,0,-11
11915,0,0,91,0,-91
11916,1,0,88,0,-88
11917,1,0,23,0,-23
11918,0,0,48,0,-48
11919,1,0,5,0,-5
11920,0,0,6,0,-6
11921,1,0,55,0,-55
11922,1,1,208,1337,1129
11923,1,1,196,1309,1113
11924,1,0,59,0,-59
11925,1,1,239,1288,1049
11926,1,1,942,3714,2772
11927,0,0,16,0,-16
11928,1,1,72,1468,1396
11929,0,0,95,0,-95
11930,1,1,2149,1792,-357
11931,0,0,13,0,-13
11932,0,0,28,0,-28
11933,1,0,0,0,0
11934,1,1,81,1444,1363
11935,1,1,109,1453,1344
11936,1,0,302,0,-302
11937,1,1,191,1329,1138
11938,1,0,15,0,-15
11939,0,0,24,0,-24
11940,1,1,125,1468,1343
11941,1,1,630,1273,643
11942,1,0,13,0,-13
11943,1,1,84,1519,1435
11944,0,0,101,0,-101
11945,0,0,41,0,-41
11946,0,0,19,0,-19
11947,0,0,17,0,-17
11948,1,0,151,0,-151
11949,1,1,228,1354,1126
11950,1,1,86,1407,1321
11951,0,0,91,0,-91
11952,0,0,8,0,-8
11953,1,0,139,0,-139
11954,1,1,241,1427,1186
11955,1,1,157,1465,1308
11956,0,0,11,0,-11
11957,1,1,117,2135,2018
11958,1,0,11,0,-11
11959,0,0,37,0,-37
11960,0,0,105,0,-105
11961,0,0,2,0,-2
11962,0,0,56,0,-56
11963,0,0,4,0,-4
11964,1,1,546,1219,673
11965,0,0,73,0,-73
11966,1,0,6,0,-6
11967,1,1,65,1465,1400
11968,0,0,233,0,-233
11969,0,0,49,0,-49
11970,0,0,165,0,-165
11971,1,0,22,0,-22
11972,1,1,340,1230,890
11973,1,1,174,1534,1360
11974,1,0,57,0,-57
11975,1,1,434,1784,1350
11976,1,1,76,4906,4830
11977,0,0,179,0,-179
11978,1,0,23,0,-23
11979,1,0,15,0,-15
11980,1,1,162,1398,1236
11981,1,0,1,0,-1
11982,1,1,453,1310,857
11983,0,0,114,0,-114
11984,1,0,28,0,-28
11985,0,0,236,0,-236
11986,0,0,32,0,-32
11987,0,0,13,0,-13
11988,1,1,526,1571,1045
11989,0,0,26,0,-26
11990,1,1,1130,1490,360
11991,1,1,416,1424,1008
11992,1,1,325,1416,1091
11993,1,1,270,1817,1547
11994,0,0,15,0,-15
11995,0,0,112,0,-112
11996,0,0,15,0,-15
11997,1,1,3166,3338,172
11998,1,0,26,0,-26
11999,0,0,22,0,-22
12000,0,0,20,0,-20
12001,0,0,6,0,-6
12002,1,1,288,1540,1252
12003,0,0,10,0,-10
12004,0,0,181,0,-181
12005,0,0,66,0,-66
12006,1,0,5,0,-5
12007,1,1,1545,1874,329
12008,0,0,16,0,-16
12009,0,0,0,0,0
12010,0,0,2,0,-2
12011,0,0,12,0,-12
12012,1,1,740,2085,1345
12013,1,0,206,0,-206
12014,1,1,146,1232,1086
12015,0,0,127,0,-127
12016,1,1,121,1219,1098
12017,1,1,193,1597,1404
12018,0,0,35,0,-35
12019,1,0,96,0,-96
12020,1,0,11,0,-11
12021,0,0,11,0,-11
12022,1,1,1109,1304,195
12023,0,0,11,0,-11
12024,1,0,29,0,-29
12025,1,0,51,0,-51
12026,1,1,462,1236,774
12027,0,0,18,0,-18
12028,1,1,1299,1225,-74
12029,0,0,91,0,-91
12030,1,0,61,0,-61
12031,0,0,42,0,-42
12032,0,0,31,0,-31
12033,1,0,24,0,-24
12034,0,0,9,0,-9
12035,1,0,24,0,-24
12036,1,1,182,1397,1215
12037,0,0,38,0,-38
12038,0,0,18,0,-18
12039,1,0,58,0,-58
12040,1,1,805,1246,441
12041,0,0,14,0,-14
12042,0,0,158,0,-158
12043,1,1,101,1241,1140
12044,0,0,40,0,-40
12045,1,1,656,1243,587
12046,1,0,34,0,-34
12047,0,0,78,0,-78
12048,1,1,629,1323,694
12049,0,0,44,0,-44
12050,1,1,1019,1220,201
12051,0,0,28,0,-28
12052,1,0,27,0,-27
12053,1,0,5,0,-5
12054,1,0,29,0,-29
12055,1,1,165,1217,1052
12056,0,0,37,0,-37
12057,1,1,925,1365,440
12058,0,0,100,0,-100
12059,1,0,49,0,-49
12060,1,1,270,1224,954
12061,0,0,7,0,-7
12062,1,0,10,0,-10
12063,0,0,11,0,-11
12064,1,0,119,0,-119
12065,1,0,49,0,-49
12066,0,0,5,0,-5
12067,0,0,16,0,-16
12068,1,0,107,0,-107
12069,0,0,4,0,-4
12070,0,0,73,0,-73
12071,0,0,22,0,-22
12072,1,0,30,0,-30
12073,1,0,22,0,-22
12074,1,0,22,0,-22
12075,1,0,26,0,-26
12076,1,0,4,0,-4
12077,0,0,1,0,-1
12078,0,0,40,0,-40
12079,1,0,55,0,-55
12080,0,0,42,0,-42
12081,1,1,448,1326,878
12082,1,1,338,1578,1240
12083,1,1,677,1352,675
12084,0,0,15,0,-15
12085,1,1,198,2911,2713
12086,1,1,158,1388,1230
12087,0,0,27,0,-27
12088,1,1,185,1204,1019
12089,1,0,23,0,-23
12090,1,0,69,0,-69
12091,1,0,17,0,-17
12092,1,1,802,1309,507
12093,1,1,709,1200,491
12094,0,0,55,0,-55
12095,1,0,235,0,-235
12096,0,0,30,0,-30
12097,1,0,104,0,-104
12098,0,0,16,0,-16
12099,1,0,35,0,-35
12100,1,1,240,1778,1538
12101,1,0,122,0,-122
12102,0,0,31,0,-31
12103,1,1,791,1310,519
12104,0,0,42,0,-42
12105,1,1,200,1738,1538
12106,0,0,14,0,-14
12107,1,1,123,1694,1571
12108,0,0,63,0,-63
12109,1,0,206,0,-206
12110,1,1,229,1992,1763
12111,1,1,313,1916,1603
12112,1,1,264,1255,991
12113,1,1,102,1564,1462
12114,0,0,12,0,-12
12115,1,1,1538,1793,255
12116,1,0,23,0,-23
12117,0,0,85,0,-85
12118,0,0,7,0,-7
12119,1,1,123,1434,1311
12120,1,0,36,0,-36
12121,0,0,29,0,-29
12122,0,0,101,0,-101
12123,0,0,9,0,-9
12124,1,0,29,0,-29
12125,1,0,2,0,-2
12126,1,0,31,0,-31
12127,1,1,37,1377,1340
12128,1,1,1008,1314,306
12129,0,0,71,0,-71
12130,1,0,26,0,-26
12131,0,0,269,0,-269
12132,1,1,266,1721,1455
12133,0,0,10,0,-10
12134,0,0,14,0,-14
12135,0,0,24,0,-24
12136,1,1,846,1375,529
12137,0,0,64,0,-64
12138,1,0,17,0,-17
12139,1,1,561,1469,908
12140,0,0,25,0,-25
12141,1,0,130,0,-130
12142,1,0,16,0,-16
12143,1,1,578,1294,716
12144,1,1,605,1246,641
12145,0,0,7,0,-7
12146,0,0,0,0,0
12147,0,0,71,0,-71
12148,1,1,139,1772,1633
12149,0,0,67,0,-67
12150,1,1,1328,1234,-94
12151,0,0,36,0,-36
12152,1,0,136,0,-136
12153,0,0,241,0,-241
12154,1,1,413,1547,1134
12155,1,0,96,0,-96
12156,0,0,16,0,-16
12157,1,1,51,1374,1323
12158,0,0,8,0,-8
12159,0,0,38,0,-38
12160,0,0,14,0,-14
12161,0,0,60,0,-60
12162,1,1,1713,1219,-494
12163,1,1,54,1584,1530
12164,0,0,58,0,-58
12165,1,1,978,1277,299
12166,1,1,899,1238,339
12167,1,0,345,0,-345
12168,1,1,873,1291,418
12169,1,0,25,0,-25
12170,1,1,663,1585,922
12171,1,1,56,2423,2367
12172,1,0,23,0,-23
12173,1,1,504,1455,951
12174,1,0,37,0,-37
12175,0,0,65,0,-65
12176,0,0,11,0,-11
12177,1,1,45,1550,1505
12178,0,0,5,0,-5
12179,1,0,20,0,-20
12180,1,0,2,0,-2
12181,0,0,108,0,-108
12182,1,0,13,0,-13
12183,1,1,1393,1304,-89
12184,0,0,13,0,-13
12185,1,0,108,0,-108
12186,0,0,14,0,-14
12187,0,0,92,0,-92
12188,0,0,11,0,-11
12189,1,0,18,0,-18
12190,0,0,33,0,-33
12191,0,0,23,0,-23
12192,0,0,7,0,-7
12193,1,1,871,1374,503
12194,0,0,67,0,-67
12195,1,0,13,0,-13
12196,1,0,285,0,-285
12197,1,0,88,0,-88
12198,0,0,35,0,-35
12199,1,0,4,0,-4
12200,0,0,88,0,-88
12201,1,0,23,0,-23
12202,1,1,573,1239,666
12203,1,1,11,1527,1516
12204,1,0,26,0,-26
12205,1,0,28,0,-28
12206,0,0,103,0,-103
12207,0,0,121,0,-121
12208,1,0,1,0,-1
12209,1,0,17,0,-17
12210,1,0,11,0,-11
12211,1,1,17,1976,1959
12212,0,0,267,0,-267
12213,1,1,281,1443,1162
12214,0,0,9,0,-9
12215,0,0,55,0,-55
12216,1,0,59,0,-59
12217,0,0,13,0,-13
12218,0,0,31,0,-31
12219,0,0,1,0,-1
12220,1,0,32,0,-32
12221,1,0,71,0,-71
12222,1,1,298,1737,1439
12223,1,0,9,0,-9
12224,1,0,3,0,-3
12225,1,1,397,1670,1273
12226,1,0,41,0,-41
12227,1,0,107,0,-107
12228,0,0,67,0,-67
12229,0,0,17,0,-17
12230,1,1,883,1599,716
12231,1,1,1568,2071,503
12232,1,0,57,0,-57
12233,1,1,255,1368,1113
12234,1,0,27,0,-27
12235,0,0,23,0,-23
12236,0,0,27,0,-27
12237,0,0,132,0,-132
12238,0,0,63,0,-63
12239,0,0,11,0,-11
12240,0,0,1,0,-1
12241,1,1,570,1395,825
12242,1,1,694,1980,1286
12243,1,0,86,0,-86
12244,1,0,43,0,-43
12245,1,0,0,0,0
12246,1,1,285,1202,917
12247,0,0,33,0,-33
12248,0,0,5,0,-5
12249,1,0,4,0,-4
12250,1,1,232,1649,1417
12251,0,0,64,0,-64
12252,1,0,161,0,-161
12253,1,1,591,1235,644
12254,0,0,77,0,-77
12255,1,1,1110,1466,356
12256,0,0,196,0,-196
12257,0,0,24,0,-24
12258,1,1,949,1256,307
12259,0,0,102,0,-102
12260,1,1,50,1458,1408
12261,1,0,74,0,-74
12262,0,0,44,0,-44
12263,0,0,12,0,-12
12264,0,0,15,0,-15
12265,1,1,256,1231,975
12266,0,0,10,0,-10
12267,0,0,1,0,-1
12268,0,0,84,0,-84
12269,1,1,475,1754,1279
12270,1,0,31,0,-31
12271,1,1,134,1659,1525
12272,1,1,449,1366,917
12273,1,0,7,0,-7
12274,1,1,145,1271,1126
12275,0,0,8,0,-8
12276,0,0,1,0,-1
12277,1,1,190,1976,1786
12278,0,0,11,0,-11
12279,0,0,14,0,-14
12280,0,0,27,0,-27
12281,0,0,100,0,-100
12282,1,0,51,0,-51
12283,1,1,126,1743,1617
12284,1,0,63,0,-63
12285,0,0,20,0,-20
12286,1,0,21,0,-21
12287,0,0,11,0,-11
12288,1,1,398,1727,1329
12289,0,0,40,0,-40
12290,0,0,19,0,-19
12291,0,0,68,0,-68
12292,0,0,156,0,-156
12293,1,1,161,1263,1102
12294,1,1,254,1216,962
12295,1,0,62,0,-62
12296,1,1,704,1442,738
12297,1,0,59,0,-59
12298,1,1,481,1472,991
12299,0,0,64,0,-64
12300,1,1,619,1249,630
12301,1,0,27,0,-27
12302,1,1,812,1898,1086
12303,1,1,556,1337,781
12304,1,1,1148,1809,661
12305,1,0,44,0,-44
12306,0,0,21,0,-21
12307,0,0,42,0,-42
12308,1,0,15,0,-15
12309,1,0,40,0,-40
12310,0,0,34,0,-34
12311,1,0,2,0,-2
12312,1,0,14,0,-14
12313,0,0,47,0,-47
12314,1,0,26,0,-26
12315,1,1,864,1502,638
12316,0,0,93,0,-93
12317,1,1,410,1471,1061
12318,1,1,125,1230,1105
12319,0,0,61,0,-61
12320,1,0,2,0,-2
12321,0,0,2,0,-2
12322,1,0,26,0,-26
12323,0,0,15,0,-15
12324,0,0,20,0,-20
12325,0,0,9,0,-9
12326,1,0,14,0,-14
12327,0,0,39,0,-39
12328,0,0,52,0,-52
12329,1,0,25,0,-25
12330,1,0,4,0,-4
12331,1,1,482,1263,781
12332,0,0,93,0,-93
12333,0,0,9,0,-9
12334,1,1,445,1534,1089
12335,1,0,5,0,-5
12336,1,1,188,1411,1223
12337,1,1,632,1394,762
12338,1,1,236,1970,1734
12339,1,1,819,1541,722
12340,1,1,1267,1212,-55
12341,1,0,46,0,-46
12342,0,0,9,0,-9
12343,0,0,74,0,-74
12344,0,0,138,0,-138
12345,1,1,871,1330,459
12346,0,0,32,0,-32
12347,1,1,551,1201,650
12348,1,0,7,0,-7
12349,1,1,575,1309,734
12350,1,1,54,4151,4097
12351,1,0,29,0,-29
12352,1,1,946,1709,763
12353,1,0,112,0,-112
12354,1,0,75,0,-75
12355,1,1,103,1343,1240
12356,1,0,5,0,-5
12357,0,0,54,0,-54
12358,1,1,1302,1256,-46
12359,0,0,104,0,-104
12360,1,1,146,1213,1067
12361,1,1,913,1291,378
12362,0,0,364,0,-364
12363,1,1,617,1510,893
12364,1,1,117,1397,1280
12365,0,0,148,0,-148
12366,1,1,1239,1232,-7
12367,0,0,204,0,-204
12368,0,0,160,0,-160
12369,1,1,969,1336,367
12370,0,0,2,0,-2
12371,1,1,302,1312,1010
12372,1,1,1663,1273,-390
12373,1,0,22,0,-22
12374,1,0,3,0,-3
12375,1,1,841,1306,465
12376,1,1,575,1515,940
12377,1,1,754,1576,822
12378,1,0,30,0,-30
12379,1,0,105,0,-105
12380,1,1,22,1356,1334
12381,0,0,12,0,-12
12382,0,0,11,0,-11
12383,0,0,58,0,-58
12384,0,0,29,0,-29
12385,0,0,3,0,-3
12386,1,1,624,1288,664
12387,1,0,45,0,-45
12388,1,0,25,0,-25
12389,1,1,520,1304,784
12390,0,0,19,0,-19
12391,1,0,58,0,-58
12392,0,0,8,0,-8
12393,1,1,169,1416,1247
12394,0,0,80,0,-80
12395,0,0,7,0,-7
12396,1,1,351,1224,873
12397,1,0,61,0,-61
12398,0,0,23,0,-23
12399,0,0,109,0,-109
12400,1,0,36,0,-36
12401,1,0,25,0,-25
12402,1,0,31,0,-31
12403,1,0,125,0,-125
12404,0,0,41,0,-41
12405,1,0,30,0,-30
12406,1,1,1540,1910,370
12407,1,0,41,0,-41
12408,1,1,175,1217,1042
12409,1,0,136,0,-136
12410,0,0,50,0,-50
12411,1,0,173,0,-173
12412,0,0,20,0,-20
12413,0,0,160,0,-160
12414,0,0,17,0,-17
12415,1,1,1948,1666,-282
12416,1,1,48,1321,1273
12417,0,0,35,0,-35
12418,1,0,356,0,-356
12419,0,0,23,0,-23
12420,0,0,29,0,-29
12421,1,0,103,0,-103
12422,1,0,10,0,-10
12423,1,1,349,2706,2357
12424,1,1,1313,1334,21
12425,1,0,56,0,-56
12426,1,0,5,0,-5
12427,1,0,21,0,-21
12428,1,1,209,2319,2110
12429,1,0,22,0,-22
12430,1,0,24,0,-24
12431,1,1,127,1323,1196
12432,1,0,27,0,-27
12433,0,0,33,0,-33
12434,0,0,67,0,-67
12435,0,0,5,0,-5
12436,1,1,434,1273,839
12437,1,0,10,0,-10
12438,0,0,53,0,-53
12439,0,0,4,0,-4
12440,0,0,186,0,-186
12441,0,0,14,0,-14
12442,1,1,696,1230,534
12443,1,0,20,0,-20
12444,0,0,15,0,-15
12445,1,1,550,1412,862
12446,1,0,4,0,-4
12447,0,0,16,0,-16
12448,1,1,801,2009,1208
12449,1,1,1097,1211,114
12450,1,1,540,1264,724
12451,0,0,127,0,-127
12452,1,1,800,1442,642
12453,0,0,34,0,-34
12454,1,1,973,1231,258
12455,0,0,21,0,-21
12456,1,0,1,0,-1
12457,0,0,21,0,-21
12458,0,0,157,0,-157
12459,1,0,21,0,-21
12460,0,0,22,0,-22
12461,0,0,5,0,-5
12462,1,1,125,1372,1247
12463,0,0,17,0,-17
12464,1,0,158,0,-158
12465,0,0,24,0,-24
12466,0,0,65,0,-65
12467,0,0,26,0,-26
12468,1,0,85,0,-85
12469,1,0,27,0,-27
12470,0,0,59,0,-59
12471,0,0,16,0,-16
12472,1,0,8,0,-8
12473,0,0,8,0,-8
12474,0,0,128,0,-128
12475,0,0,28,0,-28
12476,1,0,4,0,-4
12477,1,0,8,0,-8
12478,0,0,33,0,-33
12479,1,0,82,0,-82
12480,0,0,5,0,-5
12481,1,0,27,0,-27
12482,1,1,570,1254,684
12483,0,0,22,0,-22
12484,1,1,715,1386,671
12485,0,0,289,0,-289
12486,1,1,495,1210,715
12487,0,0,25,0,-25
12488,0,0,44,0,-44
12489,1,0,90,0,-90
12490,1,1,174,2192,2018
12491,1,0,35,0,-35
12492,0,0,16,0,-16
12493,1,0,0,0,0
12494,1,1,760,1376,616
12495,1,0,105,0,-105
12496,1,0,72,0,-72
12497,0,0,35,0,-35
12498,1,0,37,0,-37
12499,1,1,1208,1367,159
12500,1,0,69,0,-69
12501,0,0,125,0,-125
12502,1,1,113,1437,1324
12503,1,0,65,0,-65
12504,1,1,483,2707,2224
12505,0,0,37,0,-37
12506,1,0,68,0,-68
12507,0,0,46,0,-46
12508,1,0,0,0,0
12509,0,0,97,0,-97
12510,0,0,82,0,-82
12511,0,0,28,0,-28
12512,1,0,28,0,-28
12513,1,1,464,1223,759
12514,1,0,108,0,-108
12515,1,1,156,2293,2137
12516,0,0,39,0,-39
12517,0,0,43,0,-43
12518,0,0,5,0,-5
12519,0,0,18,0,-18
12520,0,0,72,0,-72
12521,1,1,160,1237,1077
12522,0,0,110,0,-110
12523,1,0,50,0,-50
12524,1,0,115,0,-115
12525,0,0,13,0,-13
12526,0,0,26,0,-26
12527,0,0,36,0,-36
12528,1,0,53,0,-53
12529,1,1,278,1211,933
12530,0,0,36,0,-36
12531,0,0,43,0,-43
